product_description,product_type,sentiment
@mention lost its way by caring too much about its business.  - tim o'reilly #SXSW,9,2
Christian #iPad #iPhone devs I want to talk to u at #sxsw or after -maybe we can wk together on cool app! @mention me,7,3
"I'm up to 2 iPad 2s seen in the wild. Both people say it is fast, but the still pics are terrible. #sxsw",6,1
@mention Just found out apple is opening a pop-up shop in DT Austin. Hoping I don't have to camp out w @mention #SXSW,9,2
RT @mention Want a taste of the artists at this year's #sxsw? Here's a free mix put out by iTunes: {link},9,2
Lol. So glad Chris Poole is showing some #memes. &quot;Why you no text me no more?&quot; is pretty funny. Google it. #sxswmoot #sxswi #sxsw,9,2
#Apple to open temporary store at #SXSW {link},9,2
At #sxsw? We're giving away an iPad 2 to the creator of the most popular disc during interactive. Create a disc &amp; share on Twitter!,6,3
It's the couple from that Evo vs. iPhone video! #sxsw {link},9,2
Damn it Google! Your glow-in-the-dark cup leaked glow-in-the-dark goo in my camera bag! #SXSW,3,1
"#sxsw Is SXSW getting its own Apple store?: The geeks cried.
Yes the iPad 2 is coming, but itÛªs coming this Frid... {link}",9,2
I'm obsessed with this #sxsw go iphone app. Feckin genius. Crazy long list of sessions less scary.,7,3
RT @mention Win an #OpenBeta6 iPad @mention this #sxsw panel {link}  today @mention 11! #usguys cc @mention  #DgtlTribe #sxswbuffalo,9,0
Novelty of iPad news apps fades fast among #SXSW delegates - by @mention {link},6,1
I picked up a &quot;mophie&quot; iPhone charge case at the #sxsw tradeshow. Doubt I'll use it all the time but it's great for long days out.,4,3
RT @mention Best thing I've heard this wknd at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;,9,2
So I bought an iPad on impulse! Must be something in the water at #sxsw!,6,3
"Blackout at the hotel. In true #SXSW form, showering by the light of my iPad.",9,2
#POURsite #SXSW learning about the life-changing impact of the iPad on real people's actual lives - bravo!,6,3
"There is an art to advertising, not just statistics, says @mention to Google Admob guy who asked a question.  #SXSW #sxflip #SXSWi",9,2
Now at the better living through cloud computing #SXSW session with John Wiley from Google #bettercloud{link} {link},9,2
"Touching Stories: Designing Digital Magazines for the iPad at SXSW.
{link} #SXSW",9,2
"Announcing SXSW Quotables, a crowd-curated feed of the hottest quotes from #SXSW. Sign up to win an iPad 2! - {link} #ipad2",9,2
We are excited to see HLS Dynamic Video Ad Insertion for TV Everywhere working on the #iPad2 later today at the #SXSW PopUp Apple Store,6,3
{link} #TC #google #sxsw Marissa Mayer: 40% Of Google Maps Usage Is Mobile (And There Are 150 Million... {link},9,2
#sxsw Recommendation Engine Session was  fantastic!  Thanks #google #pandora #YouTube #stumbledupon.,3,3
"LinkedIn Nelson Medina HootSuite News: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android h... {link}",9,2
The world's largest iPad. #sxsw {link},9,3
The new Whrrl app is now live in the iPhone app store AND Android marketplace. Get it while it's hot! (Just in time for #SXSW!),7,3
I'm live-tweeting #SXSW now at @mention RT @mention Users drive 12B+ miles a year with Google Maps Navigation ^JR,9,2
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw @mention",9,2
Can Google get social in Texas?  {link} #SXSW #google,9,2
This is why social technology is amazing: Google has set up a Person Finder in both English and Japanese: {link} #SXSW,3,3
Lightbox Photos Wants To Be Your New #Android Camera App ( #SXSW) {link},9,2
standing on a long line surrounded by unemployed techies from brooklyn!  am i at #sxsw or at the apple store on 5th ave waiting for ipad?!,9,0
@mention Well I did hear that someone was gonna setup a pop up apple store during #SXSW .  Oh wait...that wasnt about the fruit?,9,2
Apple is driving the &quot;consumerization&quot; of IT.  #empowered  #SXSW,2,3
RT @mention Going to #SXSW? Find me &amp; @mention and you could win some tech prizes such as @mention  #iPad &amp; #iPhone cases!,9,2
Person in front of me just took a picture with his new iPad #sxsw,6,3
RT @mention GSD&amp;M and Google.....sitting in a tree {link} #sxsw #gsdm,9,2
Heartbreaker #Sxsw #apple #ipad2 RT @mention @mention just asked. Sadly no :(,9,2
RT @mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,2,3
"iPad 2 giveaway in full-force!  Person with most friends in his/her city by end of #SXSW wins! Hint, a strong email list works well! #sxswi",6,3
@mention #webmobile talking about #mVideo. Talked about iPhone and Android video but what about the other 85% of phones? #SXSW,9,2
Overheard at #SXSW: &quot;Google doesn't launch products at other people's events.&quot;,9,2
"Stacks of #ipad2's waiting to be bought at #sxsw. I got mine, no hassle at all. Apple handled this perfectly {link}",6,3
RT @mention RT @mention Reactions to Google Circles news so far range from &quot;not again&quot; to &quot;please rescue me from the Facebook.&quot;  #sxsw,9,2
#NFC technology:  Google's testing using stickers in store windows that you can tap to get info. #sxsw,9,2
That sounds...fantastic. RT @mention At the Google party...awesome. #SXSW,9,3
4G will do for connectivity what the iPhone did for smart phones - Joe Berry #SXSW #connectedcar,8,3
Marissa Mayer: #Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #SXSW #SXSWi,9,2
"My tweets are stalled. Data sluggish. Come on AT&amp;T, Verizon is embarrassing iPhone customers who haven't switched. #SXSW #iPhone",9,2
"nuanced sharing' --&gt; RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",9,2
Should I bring my iPad and MacBook Air OR just my Air on the #startupbus to #sxsw? #NYC,9,2
Apple Offers Up Free iTunes Sampler Ahead of #SXSW to feature new artists {link} via @mention #music,9,2
Going to be awesome! RT @mention Gallery of original Daniel Johnston art going up at tomorrow's #GSDM + #Google industry party.  #sxsw,9,2
"Check out Q&amp;A With Google &amp; Bing On Website Ranking at SXSW.
{link} #SXSW #qagb",9,2
I can't wait to see what @mention 's been up to! @mention big news {link}  #google #circles #sxsw,9,2
@mention Saw u r going to #SXSW. Dwnld #GroundLink app &amp; ride for $10 from Austin airport i{link} see us booth 437,9,2
"One to watch... RT @mention @mention to Launch Major New Social Network Called Circles, Possibly Today {link} #SXSW",9,2
#apple pop-up store in #austin for #sxsw and #ipad2 launch! @mention thought you'd appreciate :-) {link} {link},9,2
"Woman on plane next to me has a Nook, Blackberry Curve, Android and iPad in her purse. #sxsw!",9,2
RT @mention @mention Wanna sign up for the beta: {link} #SXSW #hhrs ---&gt;&gt; did it!,9,2
&quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments,3,1
"@mention is currently at #SXSW - learning stuff about iPad design, it would seem: {link}",9,2
Chris Poole from 4chan recommends you Google: refrigerator magnet game. Very cute shared experience game. #sxswmoot #sxsw #sxswi,5,3
So @mention is back from #sxsw and he's brought an iPad 2 *slips it into his bag* Jammy bugger,6,3
#sxsw did my good deed ... returned a lost iPhone,9,2
The session #designingforkids is changing my mind about my future kid's relationship with the iPhone. #sapient #sxsw,9,0
Z1: Dawn of the Dead {link} [codes valid: 12:00-3:59:59p 03/11/11] #infektd #sxsw #zlf,9,2
"RT @mention ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #SXSW",9,2
Hey People! Down here at #sxsw and we are about to launch @mention  Follow for all the details and a chance for a free iPad 2 !,6,3
"iPad design session at #sxsw is packed! (@mention Hilton, Salon J w/ 21 others) {link}",6,3
RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link} ( via @mention who gave us no credit! ),9,2
RT @mention Google building real time @mention engine to monitor illegal deforestation in real time #tech4good #sxsw,3,3
Mom (@mention quick - apply for a job @mention they need help identifying this bird through search!  #SXSW  {link},9,2
Today's Tech Tidbit: The iPad 2 Takes Over SXSW [VIDEO] {link} via @mention @mention #ipad2 #sxsw #tech,6,3
RT @mention Selfishness as seen through brands: Mac versus Apple. Apple wins: they are masters at being self-referential  #sxsw,9,0
"Checkins are fun, but we need to extend beyond just being fun and make checkins useful #sxsw #google",9,2
HOORAY RT ÛÏ@mention Apple Is Opening A Pop-Up Store In Austin For #SXSW | @mention {link},2,3
Adloopz: Social Media Advertising done the easy way. Visit www.adloopz.com  #SXSW #sxswi #ipad,9,2
Samsung Galaxy S II Appears At FCC And Team Android #SXSW Party {link} via @mention,9,2
Google introducing check-in status and rewards at #sxsw - mobile is where it's at. {link},9,3
Social Is Too Important For #Google To Screw Up With A Big Launch Circus {link} #socialmedia #sxsw,9,2
"If #sxsw taught me anything, its that I want an iPad 2 and I dont know why.",6,3
@mention iPhone + Android has to be 75-80% #SXSW,9,2
"RT @mention iReport on Austin Apple store, via @mention highlight from co-founder Josh Williams: {link} #sxsw",9,2
Here's Google Realtime for #SXSW {link} via @mention,9,2
"Brilliant win-win!  #Austin, #SXSW and #iPad2:  {link}",6,3
Who wants free #music? Free #SXSW sampler album on #iTunes. Download it now. (Link opens iTunes) {link},9,2
Fab! RT @mention RT @mention So @mention just spilled the beans: next platform 4 #Flipboard is the iPhone.workin on it. #sxflip #SXSW #SXSWi,7,3
Maybe someone that gets the #ipad2 at #SXSW will hand me their old iPad instead of throwing it away,9,3
NU user RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable,9,2
Pop up apple store in Austin @mention the #sxsw - LIVE at {link},9,2
RT @mention RT @mention Texas Observer Tomlinson says they would double revenue per issue with iPad subscriptions. #newsapps #sxsw,6,3
"packing for #sxsw = iPad, iPhone, BlackBerry, laptop, and video camera. Need a stylish belt-clip-gadget-holster. Or is that an oxymoron? #in",9,2
I think google circles was an effect of crop `circle` #SXSW #randomly,9,0
@mention this is for android too! RT @mention #SXSW GO for Blackberry is now available! {link},9,3
Mayer making it clear that Google are going straight after foursquare &amp; gowalla with Google Hotpot. #sxsw,9,2
RT @mention Hand-Held Û÷HoboÛª: Drafthouse launches Û÷Hobo With a ShotgunÛª iPhone app #SXSW {link},7,3
RT @mention Theres a class war forming here at #sxsw. iPad 2 owners vs. first gen owners.,9,2
RT @mention RT@mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,2,3
"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw rt @mention via @mention",9,3
"WeÛªre giving away 5 dual compatible juice pack airs for iphone 4 NOW! First come, first serve in front of Hall 3 #winning #SXSW",9,2
I feel like Harry in #dumbanddumber in this #SXSW panel with all these google peeps #understandinghumans,9,2
"Guy Kawasaki ex Apple Evangelist talking eloquently about the art of enchantment - changing, hearts, minds and actions #sxsw",9,2
"aight, here's my wed + thurs list of #sxsw possibilities: {link} i hope to see all my twitter buds out + about atx this week!",9,2
Ladies and gentlemen - Mr. Street  RT @mention I've been having meetings while I'm in line at the #SXSW PopUp Apple Store for the iPad2.,9,2
last minute venue change for #eecms #sxsw meetup at noon: Pecan St. Cafe: {link} Trinity and 6thish,9,2
Everyone talking about #SXSW is somehow making me upset I'm in Europe and not America. I wanna see the makeshift #Apple store. #ipad2,2,3
"5th Ave, Austin #sxsw #ipad2 lines. {link}",9,2
"HootSuite News: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",9,2
"Don't just create something new on iPad, create comfort. Ex. NYTimes looks like a newspaper. #tapworthy #sxsw",9,2
Google plans to bring &quot;The Power of Here&quot; to life in the future by linking the digital and the physical worlds. {link} #sxsw,9,3
"Ain't no party like a Google party, cause a Google party got tacos n ice cream #SXSW",3,3
I'm a bit jealous seeing #SXSW attendees with #ipad2. My iPad seems so obsolete...,6,3
"There is a great festival #app for #sxsw featured on the app store works with google maps and plan schedule, and it's #free",7,3
"I just held the new iPad, I have envy, but my baby is still working so well at #sxsw.",6,3
"Love the Apple pop-up store at #SXSW. So freaking smart. Now, one question. Will AT&amp;T bring trucks for signal again? Please say yes.",2,3
Google vs Bing on #bettersearch. Bing has a shot at success w/ structured search.  Potentially higher margin CPA model vs #Google. #SXSW,3,1
RT @mention Kawasaki: &quot;pagemaker saved Apple.&quot; Oh those were the days. #sxsw #jwtatl #enchantment,9,2
(The iPad 2 queue at #sxsw of course,9,2
apple might not be joining the nfc bandwagon:{link} RT @mention slides for my NFC/RFID talk at #sxsw {link},9,2
From #Apple to #Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,9,2
Word to your motherboard. RT @mention You'll want these iPhone apps if you're heading to #SXSW today. 10 hot ones. {link},7,3
New iPad Apps for Speech Therapy and Communication Are Showcased at #SXSW | @mention {link},9,2
"#Google to Launch Major New Social Network Called #Circles, Possibly Today {link} #sxsw",9,2
"RT @mention ÷¼ As right as rain! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi
#classical #newTwitter",9,2
